,index,Longitude,Latitude,Values
0,233903,-0.17469902437252027,51.50155423517648,50.33258178786022
1,233904,-0.1746959672835013,51.50155368176802,50.84614965769133
2,234008,-0.17465782239810898,51.50155258236818,53.74976780272602
3,235070,-0.17466487971176706,51.50155577859979,53.52079426614199
4,235071,-0.1746830699095247,51.501544273969124,61.957313786051245
5,235276,-0.174771794027777,51.501540492237275,54.815710080190165
6,235294,-0.1747236528292972,51.501549297395954,53.3033743130327
7,235306,-0.17476986062940328,51.501540858202695,55.14305146515592
8,235320,-0.1746644750612066,51.50155586765877,53.49655338967583
9,235327,-0.17472900442587,51.50155144140132,56.543118116910016
10,235328,-0.17475224363986513,51.501553534898434,56.538588204380524
11,235329,-0.17472825161817357,51.50156746035669,49.76152293904355
12,235330,-0.17475305148328227,51.501552635297706,57.284454505670524
13,235332,-0.17475439047776878,51.501553309665894,57.144359010387475
14,235333,-0.174771266810698,51.501541709896244,54.998639128731874
15,235334,-0.17477799666654864,51.50156169481485,44.328439611342425
16,235344,-0.17466435567613514,51.50155637228305,53.477146525355266
17,235345,-0.1746644694821266,51.50155600390368,53.534664271108134
18,235346,-0.17466468764792795,51.501556001447206,53.47413070513862
19,235347,-0.17466430311900688,51.50155599372515,53.59755917271436
20,235368,-0.17482296859822732,51.501547677670295,27.29063709183208
21,235389,-0.1747263124135275,51.501568131969215,48.777855701607145
22,235390,-0.17470534524216005,51.50157547352378,42.85452869688784
23,235391,-0.17469923255578756,51.501555993719855,50.4686727293825
24,235392,-0.1746968405906692,51.501555307960835,50.26371831749297
25,235398,-0.17469972603423267,51.501576677538075,43.62178873840602
26,235399,-0.1746832430376663,51.50157074588486,49.31530808709883
27,235400,-0.1746962964370162,51.50155732324986,50.64117132616629
28,235403,-0.17477539596921263,51.50154259303397,52.95465972167056
29,235404,-0.17479430377916244,51.50154913824008,40.46738250239596
30,235407,-0.174670753390838,51.501572025851935,49.165913993954
31,235408,-0.17465692749390446,51.50157460237339,53.73986217568462
32,235412,-0.17472321069832505,51.501553669853514,53.51411931097627
33,235416,-0.17480182086332086,51.50155082334225,36.16671521429033
34,235417,-0.17466485982961932,51.501556260579875,53.4993288518091
35,235418,-0.1747856483453384,51.50155979911679,41.93854765617681
36,235421,-0.17482990636574047,51.50154672162109,18.787290919751804
37,271877,-0.174787548166284,51.50157151199575,38.002569403761534
38,271878,-0.17480915486307488,51.501566918598265,32.08287955672067
39,271879,-0.1748082174850594,51.501570275635274,31.050468616715612
40,271880,-0.17478095268195665,51.501564713524,43.15766013595862
41,271991,-0.17467624918484392,51.501633998163875,46.056531921113006
42,271992,-0.17468425838383606,51.50163400797341,44.54226229333776
43,271993,-0.17468559939941325,51.50163498125202,44.58555590629428
44,272001,-0.17465436250674937,51.501646457254616,43.816692003748294
45,272002,-0.17465268975437956,51.501646332641975,44.000101668919314
46,272003,-0.17465049188529094,51.50164212449921,45.93714151708918
47,272082,-0.1746760198963681,51.50158946676419,46.10864211304894
48,272083,-0.17465025836466344,51.50160732946219,50.276591566675805
