,Longitude,Latitude,Values
0,-0.17698270609272929,51.49816447435314,0.01416934256586539
1,-0.17696257701567897,51.49817234811862,0.017515517864250978
2,-0.17696583044289868,51.498158173329514,0.012410819953744144
3,-0.17698877637561394,51.49815309489616,0.015785868909218174
4,-0.17686320939701658,51.49814233655112,0.019049730117228797
5,-0.1768881403832351,51.49826278895335,0.015935295264089603
6,-0.17700243850762576,51.49816932169401,0.012171940815464535
7,-0.1770047814889405,51.498156767512306,0.012595685271475528
8,-0.1769924565108257,51.49818906913356,0.013689354349161964
9,-0.17692274391411456,51.498279940073196,0.013637992305965355
10,-0.17689053673897076,51.49829596553036,0.015909446009159382
11,-0.17693086823602847,51.49829281557216,0.012419183761572477
12,-0.17695272399364143,51.49829638955999,0.009821614810833495
13,-0.17693249908485706,51.49830095671792,0.007281397312465984
14,-0.17693459265101572,51.498311407729986,0.00767003053333972
15,-0.1789153283772608,51.49539905353573,27.311346913300522
16,-0.17891653548168382,51.49535540306672,24.261459887542294
17,-0.17890714828350215,51.49535763851566,22.69328329498034
18,-0.1789199307008989,51.495367486952794,26.051463727090503
19,-0.17891165813243504,51.495405533472635,24.092281310858013
20,-0.1789167824012063,51.495530183917985,4.812823681413979
21,-0.17891717474647528,51.495531972057826,4.7719224465800565
22,-0.1789144207991291,51.49553054757273,4.7125525849540555
23,-0.17889194412286144,51.49551535446022,4.02703935568321
24,-0.17889219181196714,51.49553381335205,3.334881316606717
25,-0.17888147844817093,51.49553329034064,3.3848096282006037
26,-0.1788943620236731,51.495535626829394,3.339620080112836
27,-0.17889152175814405,51.49553492603025,3.3485751192195257
28,-0.1787661875195623,51.49553353677831,3.3831091092884593
29,-0.17875834451653969,51.49554756272356,3.216344795738973
30,-0.17875119108534748,51.4955451016301,3.2378754421950164
31,-0.1787430223398072,51.49553010247153,3.4012050932754954
32,-0.17883442338534572,51.49553722833827,3.3627375646588353
33,-0.17883149940175772,51.495536843549345,3.354710523454995
34,-0.17882949522143637,51.49553162459922,3.439916275408888
35,-0.17891607610380172,51.49549809682498,6.365801135896185
36,-0.17885492125618527,51.49554714019489,3.2228644472078294
37,-0.17884174168921987,51.49553574145727,3.377735967677972
38,-0.1788634055454248,51.495532214733245,3.366005471071795
39,-0.1787737252953488,51.49553397343889,3.30924440634447
40,-0.17877502730697958,51.49553180753952,3.3426322021595807
41,-0.17880073013320405,51.49552951188038,3.273918287666643
42,-0.17879816792058006,51.495533774131566,3.2082147949561834
43,-0.17883463282118556,51.49553780249735,3.3530230661973435
44,-0.1788352949017565,51.49553720335727,3.352906384610355
45,-0.1788834376713473,51.49554930464216,3.1631253005060356
46,-0.17879759678544765,51.49551629149963,3.757351945163263
47,-0.17881778451648792,51.49551886228656,3.586599967366958
48,-0.17881772872006577,51.495520635837686,3.565195332899657
49,-0.1788965387401809,51.49551145059623,4.7009936264744105
50,-0.17889673022466532,51.495515194925254,4.302869296917919
51,-0.17887203978572916,51.49549442128916,4.288176181164162
52,-0.17884333991274115,51.495486140165006,4.368135285760613
53,-0.17887287213519873,51.49549363466753,4.315130615256165
54,-0.1788428215196318,51.49548536525686,4.387407475603607
55,-0.17889290489247986,51.49553661302433,3.3244518731064447
56,-0.1789067126060329,51.49554788269723,3.2484815440549406
57,-0.1789184771617946,51.49553091893365,4.814504161398788
58,-0.1787405897657695,51.49552850017421,3.390760730175611
59,-0.1787393450060162,51.495530590379126,3.311760803546299
60,-0.17873415890161226,51.49552749152522,3.3862040874610533
61,-0.17872356456746596,51.49549047925565,4.159941423767759
62,-0.1787526387170195,51.49548626986926,4.300665452849731
63,-0.17874835588334934,51.495505160790614,3.9057098910110155
64,-0.1787359460772866,51.495508016191536,3.745855759696043
65,-0.17874876255658392,51.49550885117591,3.825959473350862
66,-0.17891082399796582,51.49554684376595,3.2726962312772407
67,-0.17883686550135883,51.495532418885034,3.4330716097658227
68,-0.17889216717696016,51.495511538925044,4.364268338709683
69,-0.17885850949259288,51.495510152935196,3.787086167221257
70,-0.17885817159389336,51.495507890610696,3.8206063789303366
71,-0.17887497067894048,51.49550956956039,3.9963708317627042
72,-0.17886490745779093,51.49552916290856,3.4417539370679266
